COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,SUM_FRQ_ALW
39031,0.077,0.194,0.294,0.178,0.258,0.436
39033,0.101,0.107,0.126,0.184,0.482,0.666
39035,0.042,0.052,0.084,0.213,0.609,0.822
39037,0.216,0.084,0.15,0.28,0.271,0.551
39039,0.052,0.114,0.152,0.221,0.462,0.683
39041,0.018,0.081,0.084,0.177,0.64,0.817
39043,0.078,0.022,0.091,0.179,0.63,0.809
39045,0.1,0.095,0.135,0.142,0.527,0.669
39047,0.157,0.055,0.328,0.158,0.302,0.46
39049,0.042,0.054,0.09,0.198,0.617,0.815
39051,0.029,0.046,0.318,0.272,0.335,0.607
39053,0.074,0.082,0.203,0.178,0.463,0.641
39055,0.03,0.057,0.064,0.218,0.631,0.849
39057,0.041,0.082,0.095,0.264,0.519,0.783
39059,0.101,0.162,0.137,0.181,0.419,0.6
39061,0.069,0.056,0.102,0.224,0.549,0.773
39063,0.076,0.127,0.122,0.302,0.373,0.675
39065,0.149,0.121,0.134,0.227,0.368,0.595
39067,0.107,0.141,0.153,0.233,0.365,0.598
39069,0.038,0.111,0.189,0.197,0.465,0.662
39071,0.157,0.144,0.068,0.162,0.468,0.63
39073,0.169,0.137,0.21,0.104,0.38,0.484
39075,0.05,0.087,0.134,0.271,0.457,0.728
39077,0.191,0.064,0.204,0.172,0.369,0.541
39079,0.166,0.141,0.247,0.105,0.341,0.446
39081,0.076,0.142,0.152,0.209,0.42,0.629
39083,0.138,0.1,0.065,0.17,0.526,0.696
39085,0.067,0.039,0.104,0.246,0.544,0.79
39087,0.089,0.097,0.185,0.23,0.399,0.629
39089,0.056,0.102,0.176,0.127,0.539,0.666
39091,0.136,0.117,0.314,0.248,0.186,0.434
39093,0.089,0.097,0.099,0.207,0.508,0.715
39095,0.078,0.056,0.111,0.189,0.566,0.755
39097,0.037,0.087,0.167,0.262,0.447,0.709
39099,0.046,0.099,0.099,0.231,0.525,0.756
39101,0.084,0.18,0.115,0.159,0.462,0.621
39103,0.068,0.077,0.125,0.227,0.503,0.73
39105,0.072,0.137,0.182,0.177,0.432,0.609
39107,0.102,0.105,0.245,0.314,0.233,0.547
39109,0.077,0.07,0.19,0.227,0.436,0.663
39111,0.04,0.144,0.139,0.291,0.386,0.677
39113,0.041,0.065,0.065,0.222,0.607,0.829
39115,0.142,0.114,0.153,0.259,0.332,0.591
39117,0.059,0.094,0.075,0.31,0.462,0.772
39119,0.136,0.145,0.121,0.182,0.416,0.598
39121,0.109,0.176,0.139,0.219,0.357,0.576
39123,0.052,0.035,0.084,0.219,0.609,0.828
39125,0.095,0.061,0.24,0.314,0.29,0.604
39127,0.138,0.149,0.214,0.19,0.309,0.499
39129,0.067,0.087,0.092,0.244,0.51,0.754
39131,0.186,0.124,0.124,0.158,0.409,0.567
39133,0.028,0.078,0.126,0.213,0.555,0.768
39135,0.045,0.146,0.186,0.248,0.375,0.623
39137,0.041,0.118,0.253,0.307,0.28,0.587
39139,0.066,0.08,0.213,0.221,0.419,0.64
39141,0.181,0.103,0.101,0.168,0.447,0.615
39143,0.139,0.074,0.109,0.209,0.469,0.678
39145,0.121,0.096,0.242,0.156,0.387,0.543
39147,0.119,0.195,0.243,0.164,0.279,0.443
39149,0.182,0.119,0.216,0.283,0.2,0.483
39151,0.065,0.11,0.102,0.198,0.525,0.723
39153,0.048,0.056,0.125,0.207,0.565,0.772
39155,0.054,0.059,0.121,0.23,0.535,0.765
39157,0.126,0.204,0.116,0.215,0.339,0.554
39159,0.175,0.018,0.099,0.245,0.463,0.708
39161,0.069,0.084,0.223,0.412,0.212,0.624
39163,0.09,0.165,0.218,0.147,0.38,0.527
39165,0.062,0.044,0.085,0.162,0.647,0.809
39167,0.072,0.121,0.142,0.29,0.375,0.665
39169,0.064,0.082,0.144,0.245,0.466,0.711
39171,0.035,0.133,0.199,0.208,0.425,0.633
39173,0.029,0.061,0.086,0.252,0.572,0.824
39175,0.1,0.201,0.138,0.135,0.426,0.561
40001,0.105,0.068,0.258,0.213,0.356,0.569
40003,0.203,0.096,0.188,0.25,0.262,0.512
40005,0.076,0.184,0.111,0.284,0.345,0.629
40007,0.153,0.154,0.085,0.223,0.384,0.607
40009,0.088,0.265,0.187,0.121,0.339,0.46
40011,0.029,0.081,0.244,0.32,0.326,0.646
40013,0.094,0.087,0.125,0.237,0.457,0.694
40015,0.013,0.111,0.194,0.239,0.444,0.683
40017,0.043,0.073,0.103,0.309,0.472,0.781
40019,0.128,0.169,0.138,0.213,0.351,0.564
40021,0.099,0.121,0.212,0.24,0.327,0.567
40023,0.064,0.113,0.119,0.251,0.454,0.705
40025,0.14,0.089,0.153,0.26,0.358,0.618
40027,0.046,0.101,0.079,0.25,0.524,0.774
40029,0.075,0.12,0.105,0.307,0.394,0.701
40031,0.054,0.179,0.127,0.226,0.413,0.639
40033,0.06,0.117,0.102,0.173,0.548,0.721
40035,0.247,0.113,0.236,0.112,0.292,0.404
40037,0.154,0.074,0.145,0.212,0.415,0.627
40039,0.006,0.274,0.413,0.13,0.177,0.307
40041,0.188,0.187,0.202,0.107,0.316,0.423
40043,0.066,0.185,0.286,0.219,0.244,0.463
40045,0.132,0.22,0.135,0.207,0.306,0.513
40047,0.233,0.103,0.127,0.28,0.258,0.538
40049,0.075,0.087,0.157,0.249,0.433,0.682
40051,0.047,0.098,0.185,0.249,0.422,0.671
40053,0.205,0.136,0.145,0.255,0.257,0.512
40055,0.073,0.19,0.148,0.225,0.365,0.59
40057,0.105,0.158,0.16,0.239,0.338,0.577
40059,0.158,0.189,0.118,0.257,0.278,0.535
40061,0.146,0.09,0.203,0.258,0.303,0.561
40063,0.089,0.037,0.146,0.213,0.514,0.727
40065,0.021,0.127,0.148,0.291,0.411,0.702
40067,0.084,0.108,0.163,0.14,0.505,0.645
40069,0.088,0.137,0.157,0.244,0.374,0.618
40071,0.099,0.12,0.135,0.225,0.419,0.644
40073,0.046,0.093,0.05,0.192,0.619,0.811
40075,0.025,0.19,0.131,0.239,0.415,0.654
40077,0.159,0.136,0.184,0.277,0.245,0.522
40079,0.142,0.152,0.156,0.196,0.354,0.55
40081,0.135,0.103,0.204,0.222,0.337,0.559
40083,0.03,0.027,0.114,0.31,0.519,0.829
40085,0.188,0.08,0.103,0.195,0.435,0.63
40087,0.092,0.099,0.068,0.197,0.545,0.742
40089,0.131,0.141,0.117,0.187,0.423,0.61
40091,0.085,0.057,0.265,0.221,0.373,0.594
40093,0.169,0.072,0.212,0.285,0.261,0.546
40095,0.13,0.074,0.114,0.256,0.425,0.681
40097,0.173,0.175,0.213,0.135,0.303,0.438
40099,0.042,0.154,0.247,0.218,0.34,0.558
40101,0.063,0.088,0.262,0.198,0.388,0.586
40103,0.069,0.085,0.1,0.253,0.493,0.746
40105,0.148,0.121,0.164,0.181,0.386,0.567
40107,0.112,0.035,0.241,0.193,0.419,0.612
40109,0.096,0.064,0.097,0.225,0.518,0.743
40111,0.078,0.052,0.204,0.276,0.39,0.666
40113,0.077,0.103,0.23,0.218,0.372,0.59
40115,0.154,0.13,0.229,0.151,0.337,0.488
40117,0.178,0.085,0.159,0.213,0.365,0.578
40119,0.083,0.068,0.129,0.207,0.514,0.721
40121,0.117,0.112,0.153,0.36,0.258,0.618
40123,0.029,0.033,0.102,0.235,0.601,0.836
40125,0.042,0.052,0.278,0.236,0.392,0.628
40127,0.077,0.152,0.122,0.261,0.388,0.649
40129,0.109,0.248,0.192,0.091,0.36,0.451
40131,0.097,0.105,0.164,0.201,0.433,0.634
40133,0.095,0.034,0.225,0.169,0.478,0.647
40135,0.106,0.11,0.209,0.212,0.362,0.574
40137,0.041,0.088,0.21,0.286,0.375,0.661
40139,0.123,0.12,0.102,0.225,0.43,0.655
40141,0.042,0.142,0.11,0.225,0.48,0.705
40143,0.074,0.061,0.141,0.243,0.482,0.725
40145,0.032,0.112,0.175,0.306,0.375,0.681
40147,0.118,0.183,0.162,0.192,0.345,0.537
40149,0.024,0.256,0.243,0.164,0.313,0.477
40151,0.165,0.116,0.166,0.281,0.272,0.553
40153,0.146,0.232,0.145,0.247,0.229,0.476
41001,0.051,0.189,0.179,0.189,0.392,0.581
41003,0.007,0.007,0.059,0.156,0.77,0.926
41005,0.016,0.024,0.071,0.168,0.721,0.889
41007,0.052,0.027,0.051,0.073,0.797,0.87
41009,0.048,0.015,0.158,0.174,0.604,0.778
41011,0.128,0.061,0.136,0.099,0.577,0.676
41013,0.019,0.075,0.027,0.246,0.633,0.879
41015,0.025,0.058,0.1,0.162,0.655,0.817
41017,0.01,0.061,0.014,0.25,0.666,0.916
41019,0.082,0.052,0.116,0.239,0.511,0.75
41021,0.008,0.003,0.049,0.332,0.607,0.939
41023,0.014,0.062,0.132,0.12,0.671,0.791
41025,0.032,0.099,0.114,0.157,0.598,0.755
41027,0.03,0.071,0.127,0.162,0.61,0.772
41029,0.044,0.077,0.075,0.138,0.665,0.803
41031,0.018,0.062,0.012,0.25,0.657,0.907
41033,0.028,0.056,0.072,0.192,0.652,0.844
41035,0.097,0.031,0.062,0.227,0.583,0.81
41037,0.05,0.017,0.127,0.247,0.558,0.805
41039,0.031,0.036,0.077,0.137,0.719,0.856
41041,0.001,0.012,0.047,0.131,0.81,0.941
41043,0.057,0.025,0.096,0.159,0.664,0.823
41045,0.071,0.206,0.213,0.206,0.305,0.511
41047,0.029,0.013,0.053,0.196,0.71,0.906
41049,0.026,0.004,0.083,0.197,0.69,0.887
41051,0.013,0.016,0.054,0.178,0.738,0.916
41053,0.013,0.022,0.078,0.242,0.645,0.887
41055,0.008,0.014,0.046,0.271,0.66,0.931
41057,0.125,0.04,0.092,0.163,0.581,0.744
41059,0.043,0.01,0.081,0.155,0.71,0.865
41061,0.034,0.088,0.086,0.189,0.603,0.792
41063,0.041,0.083,0.146,0.229,0.501,0.73
41065,0.019,0.034,0.069,0.197,0.681,0.878
41067,0.006,0.009,0.059,0.169,0.756,0.925
41069,0.023,0.07,0.049,0.232,0.626,0.858
41071,0.021,0.035,0.072,0.143,0.729,0.872
42001,0.039,0.034,0.083,0.238,0.606,0.844
42003,0.017,0.022,0.035,0.165,0.761,0.926
42005,0.027,0.074,0.159,0.173,0.568,0.741
42007,0.015,0.023,0.1,0.137,0.725,0.862
42009,0.014,0.111,0.1,0.205,0.57,0.775
42011,0.036,0.012,0.06,0.174,0.719,0.893
42013,0.041,0.132,0.083,0.249,0.495,0.744
42015,0.042,0.017,0.051,0.194,0.697,0.891
42017,0.014,0.018,0.032,0.131,0.805,0.936
42019,0.035,0.062,0.062,0.194,0.647,0.841
42021,0.026,0.062,0.153,0.228,0.53,0.758
42023,0.147,0.014,0.048,0.142,0.649,0.791
42025,0.013,0.062,0.015,0.145,0.764,0.909
42027,0.017,0.013,0.076,0.101,0.792,0.893
42029,0.006,0.022,0.038,0.113,0.82,0.933
42031,0.057,0.03,0.152,0.155,0.605,0.76
42033,0.051,0.055,0.176,0.206,0.512,0.718
42035,0.014,0.024,0.077,0.19,0.696,0.886
42037,0.02,0.046,0.05,0.163,0.721,0.884
42039,0.024,0.016,0.136,0.266,0.558,0.824
42041,0.031,0.032,0.183,0.192,0.562,0.754
42043,0.032,0.023,0.258,0.147,0.539,0.686
42045,0.01,0.01,0.044,0.123,0.814,0.937
42047,0.055,0.016,0.084,0.15,0.695,0.845
42049,0.016,0.025,0.057,0.136,0.766,0.902
42051,0.053,0.064,0.144,0.161,0.578,0.739
42053,0.016,0.008,0.158,0.196,0.622,0.818
42055,0.023,0.04,0.082,0.248,0.607,0.855
42057,0.013,0.145,0.053,0.23,0.559,0.789
42059,0.104,0.11,0.187,0.124,0.475,0.599
42061,0.07,0.06,0.155,0.232,0.483,0.715
42063,0.015,0.047,0.066,0.22,0.652,0.872
42065,0.083,0.046,0.142,0.197,0.531,0.728
42067,0.065,0.068,0.093,0.214,0.56,0.774
42069,0.007,0.006,0.039,0.106,0.843,0.949
42071,0.037,0.013,0.054,0.172,0.724,0.896
42073,0.034,0.07,0.093,0.301,0.503,0.804
42075,0.026,0.008,0.062,0.178,0.725,0.903
42077,0.014,0.004,0.053,0.103,0.826,0.929
42079,0.016,0.024,0.045,0.136,0.779,0.915
42081,0.062,0.057,0.06,0.207,0.614,0.821
42083,0.012,0.004,0.03,0.134,0.82,0.954
42085,0.028,0.044,0.094,0.215,0.62,0.835
42087,0.084,0.049,0.129,0.171,0.567,0.738
42089,0.019,0.047,0.052,0.061,0.822,0.883
42091,0.016,0.019,0.044,0.16,0.761,0.921
42093,0.042,0.022,0.079,0.143,0.714,0.857
42095,0.015,0.012,0.034,0.118,0.822,0.94
42097,0.064,0.013,0.078,0.197,0.649,0.846
42099,0.035,0.017,0.1,0.199,0.649,0.848
42101,0.023,0.012,0.051,0.12,0.794,0.914
42103,0.01,0.013,0.036,0.165,0.777,0.942
42105,0.061,0.011,0.061,0.12,0.747,0.867
42107,0.066,0.002,0.048,0.173,0.711,0.884
42109,0.062,0.036,0.104,0.226,0.572,0.798
42111,0.041,0.04,0.188,0.267,0.464,0.731
42113,0.025,0.035,0.038,0.141,0.76,0.901
42115,0.046,0.029,0.038,0.065,0.822,0.887
42117,0.098,0.044,0.111,0.183,0.565,0.748
42119,0.078,0.032,0.103,0.211,0.576,0.787
42121,0.004,0.015,0.115,0.152,0.714,0.866
42123,0.009,0.019,0.114,0.224,0.634,0.858
42125,0.052,0.02,0.045,0.149,0.735,0.884
42127,0.004,0.009,0.08,0.08,0.828,0.908
42129,0.017,0.07,0.069,0.172,0.673,0.845
42131,0.035,0.008,0.049,0.072,0.836,0.908
42133,0.018,0.024,0.091,0.174,0.693,0.867
44001,0.007,0.003,0.02,0.143,0.827,0.97
44003,0.016,0.003,0.05,0.123,0.807,0.93
44005,0.004,0.006,0.046,0.129,0.815,0.944
44007,0.022,0.014,0.05,0.159,0.754,0.913
44009,0.012,0.022,0.034,0.126,0.807,0.933
45001,0.117,0.102,0.243,0.166,0.371,0.537
45003,0.1,0.086,0.116,0.193,0.505,0.698
45005,0.172,0.211,0.012,0.22,0.384,0.604
45007,0.069,0.065,0.138,0.26,0.468,0.728
45009,0.167,0.031,0.053,0.235,0.515,0.75
45011,0.169,0.067,0.035,0.281,0.447,0.728
45013,0.038,0.027,0.055,0.147,0.733,0.88
45015,0.05,0.074,0.107,0.171,0.597,0.768
45017,0.06,0.047,0.129,0.173,0.592,0.765
45019,0.036,0.059,0.062,0.186,0.657,0.843
45021,0.088,0.083,0.121,0.179,0.528,0.707
45023,0.151,0.065,0.055,0.23,0.5,0.73
45025,0.117,0.079,0.148,0.129,0.526,0.655
45027,0.083,0.147,0.128,0.157,0.486,0.643
45029,0.088,0.077,0.094,0.1,0.641,0.741
45031,0.153,0.083,0.114,0.103,0.548,0.651
45033,0.156,0.056,0.188,0.17,0.43,0.6
45035,0.071,0.071,0.123,0.16,0.576,0.736
45037,0.099,0.084,0.083,0.165,0.569,0.734
45039,0.046,0.032,0.046,0.31,0.566,0.876
45041,0.114,0.08,0.133,0.109,0.564,0.673
45043,0.04,0.014,0.079,0.191,0.675,0.866
45045,0.049,0.079,0.153,0.206,0.513,0.719
45047,0.074,0.087,0.226,0.151,0.463,0.614
45049,0.13,0.156,0.025,0.148,0.542,0.69
45051,0.086,0.052,0.081,0.19,0.591,0.781
45053,0.129,0.055,0.056,0.201,0.559,0.76
45055,0.062,0.019,0.114,0.189,0.616,0.805
45057,0.067,0.068,0.048,0.224,0.594,0.818
45059,0.09,0.102,0.164,0.214,0.43,0.644
45061,0.123,0.06,0.154,0.157,0.506,0.663
45063,0.044,0.038,0.129,0.214,0.576,0.79
45065,0.072,0.115,0.106,0.202,0.505,0.707
45067,0.28,0.036,0.182,0.127,0.376,0.503
45069,0.155,0.027,0.153,0.149,0.515,0.664
45071,0.078,0.128,0.062,0.202,0.529,0.731
45073,0.142,0.061,0.103,0.221,0.472,0.693
45075,0.135,0.056,0.111,0.169,0.529,0.698
45077,0.066,0.059,0.146,0.236,0.493,0.729
45079,0.03,0.016,0.099,0.235,0.62,0.855
45081,0.053,0.095,0.117,0.206,0.529,0.735
45083,0.06,0.091,0.126,0.227,0.496,0.723
45085,0.128,0.054,0.154,0.182,0.483,0.665
45087,0.14,0.02,0.074,0.305,0.462,0.767
45089,0.034,0.057,0.12,0.158,0.631,0.789
45091,0.057,0.074,0.062,0.204,0.602,0.806
46003,0.239,0.073,0.236,0.15,0.302,0.452
46005,0.234,0.104,0.147,0.173,0.342,0.515
46007,0.147,0.052,0.117,0.327,0.356,0.683
46009,0.108,0.205,0.198,0.193,0.295,0.488
46011,0.04,0.124,0.263,0.229,0.345,0.574
46013,0.256,0.098,0.142,0.166,0.338,0.504
46015,0.163,0.075,0.168,0.264,0.33,0.594
46017,0.161,0.059,0.157,0.253,0.371,0.624
46019,0.12,0.085,0.153,0.204,0.438,0.642
46021,0.155,0.167,0.122,0.277,0.278,0.555
46023,0.117,0.149,0.254,0.192,0.288,0.48
46025,0.211,0.147,0.172,0.125,0.345,0.47
46027,0.091,0.178,0.116,0.243,0.373,0.616
46029,0.185,0.144,0.25,0.117,0.305,0.422
46031,0.144,0.19,0.134,0.285,0.247,0.532
46033,0.132,0.088,0.156,0.229,0.396,0.625
46035,0.249,0.074,0.303,0.107,0.267,0.374
46037,0.256,0.14,0.175,0.118,0.311,0.429
46039,0.136,0.111,0.275,0.169,0.309,0.478
46041,0.069,0.057,0.141,0.237,0.497,0.734
46043,0.189,0.108,0.269,0.146,0.289,0.435
46045,0.217,0.088,0.15,0.197,0.348,0.545
46047,0.141,0.093,0.152,0.25,0.364,0.614
46049,0.205,0.079,0.146,0.198,0.372,0.57
46051,0.259,0.129,0.232,0.12,0.26,0.38
46053,0.113,0.118,0.206,0.264,0.299,0.563
46055,0.117,0.051,0.151,0.241,0.44,0.681
46057,0.119,0.143,0.256,0.137,0.345,0.482
46059,0.182,0.071,0.147,0.225,0.376,0.601
46061,0.185,0.107,0.269,0.148,0.29,0.438
46063,0.105,0.068,0.145,0.235,0.446,0.681
46065,0.091,0.027,0.109,0.251,0.523,0.774
46067,0.129,0.163,0.199,0.188,0.321,0.509
46069,0.142,0.053,0.142,0.234,0.43,0.664
46071,0.129,0.052,0.136,0.281,0.401,0.682
46073,0.233,0.073,0.185,0.184,0.326,0.51
46075,0.115,0.03,0.101,0.293,0.462,0.755
46077,0.128,0.13,0.217,0.184,0.341,0.525
46079,0.11,0.144,0.183,0.237,0.326,0.563
46081,0.124,0.089,0.154,0.205,0.428,0.633
46083,0.078,0.181,0.106,0.25,0.385,0.635
46085,0.13,0.046,0.119,0.287,0.419,0.706
46087,0.113,0.154,0.144,0.238,0.35,0.588
46089,0.204,0.091,0.161,0.22,0.323,0.543
46091,0.196,0.146,0.183,0.161,0.313,0.474
46093,0.123,0.078,0.161,0.214,0.425,0.639
46095,0.136,0.028,0.091,0.34,0.405,0.745
46097,0.16,0.123,0.216,0.218,0.284,0.502
46099,0.087,0.187,0.106,0.251,0.369,0.62
46101,0.078,0.183,0.165,0.245,0.329,0.574
46102,0.15,0.075,0.139,0.281,0.355,0.636
46103,0.127,0.078,0.159,0.222,0.414,0.636
46105,0.132,0.081,0.185,0.243,0.36,0.603
46107,0.131,0.067,0.147,0.225,0.431,0.656
46109,0.241,0.175,0.164,0.094,0.326,0.42
46111,0.252,0.095,0.222,0.155,0.276,0.431
46115,0.232,0.103,0.132,0.173,0.36,0.533
46117,0.08,0.024,0.104,0.245,0.546,0.791
46119,0.084,0.031,0.128,0.228,0.528,0.756
46121,0.147,0.031,0.097,0.368,0.357,0.725
46123,0.142,0.066,0.138,0.311,0.343,0.654
46125,0.084,0.176,0.115,0.251,0.375,0.626
46127,0.082,0.177,0.12,0.204,0.418,0.622
46129,0.14,0.144,0.132,0.265,0.318,0.583
46135,0.109,0.205,0.167,0.26,0.259,0.519
46137,0.105,0.053,0.172,0.235,0.434,0.669
47001,0.088,0.105,0.112,0.215,0.48,0.695
47003,0.164,0.093,0.246,0.248,0.249,0.497
47005,0.169,0.109,0.206,0.21,0.306,0.516
47007,0.082,0.122,0.131,0.251,0.415,0.666
47009,0.069,0.089,0.097,0.183,0.562,0.745
47011,0.121,0.098,0.126,0.282,0.373,0.655
47013,0.059,0.075,0.204,0.109,0.554,0.663
47015,0.209,0.089,0.238,0.182,0.282,0.464
47017,0.179,0.088,0.163,0.234,0.337,0.571
47019,0.115,0.031,0.151,0.215,0.487,0.702
47021,0.018,0.067,0.155,0.28,0.48,0.76
47023,0.108,0.068,0.122,0.362,0.34,0.702
47025,0.163,0.114,0.091,0.236,0.397,0.633
47027,0.099,0.105,0.264,0.126,0.406,0.532
47029,0.197,0.118,0.082,0.171,0.431,0.602
47031,0.165,0.09,0.174,0.208,0.363,0.571
47033,0.14,0.078,0.123,0.226,0.432,0.658
47035,0.096,0.093,0.201,0.214,0.395,0.609
47037,0.02,0.037,0.086,0.181,0.677,0.858
47039,0.175,0.171,0.168,0.168,0.318,0.486
47041,0.157,0.152,0.231,0.132,0.328,0.46
47043,0.054,0.076,0.079,0.336,0.455,0.791
47045,0.175,0.17,0.12,0.204,0.331,0.535
47047,0.022,0.001,0.089,0.205,0.682,0.887
47049,0.123,0.122,0.157,0.162,0.437,0.599
47051,0.166,0.092,0.13,0.201,0.411,0.612
47053,0.182,0.086,0.111,0.26,0.361,0.621
47055,0.061,0.068,0.192,0.237,0.441,0.678
47057,0.126,0.134,0.129,0.221,0.39,0.611
47059,0.125,0.178,0.033,0.254,0.41,0.664
47061,0.142,0.165,0.151,0.212,0.33,0.542
47063,0.157,0.113,0.121,0.189,0.42,0.609
47065,0.116,0.116,0.129,0.229,0.411,0.64
47067,0.148,0.243,0.059,0.14,0.41,0.55
47069,0.035,0.056,0.215,0.261,0.434,0.695
47071,0.142,0.14,0.107,0.241,0.371,0.612
47073,0.118,0.146,0.132,0.196,0.407,0.603
47075,0.086,0.026,0.169,0.155,0.565,0.72
47077,0.127,0.107,0.156,0.282,0.327,0.609
47079,0.092,0.09,0.264,0.207,0.347,0.554
47081,0.063,0.057,0.082,0.217,0.581,0.798
47083,0.108,0.049,0.116,0.337,0.39,0.727
47085,0.121,0.095,0.156,0.267,0.36,0.627
47087,0.138,0.128,0.249,0.093,0.392,0.485
47089,0.151,0.092,0.149,0.176,0.431,0.607
47091,0.107,0.079,0.141,0.261,0.412,0.673
47093,0.036,0.032,0.144,0.209,0.579,0.788
47095,0.133,0.143,0.166,0.201,0.357,0.558
47097,0.064,0.094,0.191,0.142,0.508,0.65
47099,0.074,0.129,0.156,0.192,0.45,0.642
47101,0.098,0.084,0.198,0.236,0.385,0.621
47103,0.126,0.187,0.106,0.214,0.367,0.581
47105,0.041,0.06,0.107,0.219,0.573,0.792
47107,0.077,0.087,0.155,0.298,0.384,0.682
47109,0.107,0.105,0.115,0.274,0.4,0.674
47111,0.146,0.085,0.215,0.083,0.47,0.553
47113,0.1,0.056,0.129,0.334,0.381,0.715
47115,0.115,0.122,0.135,0.247,0.381,0.628
47117,0.219,0.129,0.139,0.164,0.349,0.513
47119,0.119,0.07,0.19,0.156,0.466,0.622
47121,0.08,0.118,0.136,0.214,0.453,0.667
47123,0.07,0.138,0.165,0.229,0.397,0.626
47125,0.083,0.063,0.203,0.228,0.423,0.651
47127,0.173,0.101,0.176,0.235,0.316,0.551
47129,0.08,0.113,0.077,0.318,0.413,0.731
47131,0.117,0.125,0.187,0.246,0.325,0.571
47133,0.12,0.131,0.228,0.128,0.393,0.521
47135,0.18,0.148,0.137,0.159,0.376,0.535
47137,0.105,0.128,0.219,0.133,0.416,0.549
47139,0.089,0.069,0.15,0.24,0.452,0.692
47141,0.16,0.164,0.207,0.099,0.369,0.468
47143,0.096,0.154,0.113,0.154,0.483,0.637
47145,0.074,0.142,0.105,0.274,0.405,0.679
47147,0.187,0.069,0.081,0.159,0.504,0.663
47149,0.081,0.073,0.121,0.215,0.51,0.725
47151,0.121,0.144,0.154,0.219,0.362,0.581
47153,0.108,0.087,0.177,0.289,0.339,0.628
47155,0.039,0.072,0.15,0.183,0.556,0.739
47157,0.034,0.025,0.105,0.184,0.653,0.837
47159,0.088,0.091,0.202,0.113,0.507,0.62
47161,0.071,0.045,0.15,0.214,0.521,0.735
47163,0.096,0.091,0.143,0.187,0.483,0.67
47165,0.104,0.069,0.14,0.196,0.49,0.686
47167,0.081,0.025,0.223,0.138,0.533,0.671
47169,0.112,0.063,0.241,0.133,0.452,0.585
47171,0.049,0.041,0.108,0.306,0.497,0.803
47173,0.086,0.145,0.167,0.181,0.421,0.602
47175,0.145,0.147,0.147,0.239,0.323,0.562
47177,0.14,0.107,0.189,0.212,0.352,0.564
47179,0.061,0.074,0.166,0.218,0.48,0.698
47181,0.089,0.215,0.136,0.147,0.414,0.561
47183,0.093,0.135,0.228,0.251,0.292,0.543
47185,0.185,0.205,0.162,0.115,0.333,0.448
47187,0.019,0.073,0.091,0.212,0.604,0.816
47189,0.105,0.035,0.099,0.192,0.568,0.76
48001,0.172,0.104,0.095,0.088,0.541,0.629
48003,0.09,0.044,0.067,0.202,0.597,0.799
48005,0.121,0.064,0.079,0.2,0.536,0.736
48007,0.006,0.005,0.17,0.074,0.746,0.82
48009,0.081,0.053,0.099,0.091,0.676,0.767
48011,0.08,0.066,0.116,0.25,0.488,0.738
48013,0.001,0.01,0.032,0.156,0.802,0.958
48015,0.006,0.024,0.054,0.224,0.692,0.916
48017,0.018,0.106,0.06,0.217,0.598,0.815
48019,0.073,0.018,0.07,0.09,0.749,0.839
48021,0.007,0.02,0.084,0.161,0.729,0.89
48023,0.066,0.075,0.134,0.104,0.62,0.724
48025,0.001,0.003,0.052,0.19,0.753,0.943
48027,0.01,0.035,0.078,0.205,0.672,0.877
48029,0.015,0.016,0.057,0.09,0.822,0.912
48031,0.005,0.019,0.115,0.074,0.788,0.862
48033,0.039,0.115,0.125,0.107,0.614,0.721
48035,0.031,0.154,0.102,0.248,0.465,0.713
48037,0.058,0.134,0.114,0.221,0.473,0.694
48039,0.021,0.042,0.075,0.17,0.691,0.861
48041,0.012,0.038,0.067,0.347,0.537,0.884
48043,0.011,0.012,0.077,0.172,0.728,0.9
48045,0.105,0.077,0.113,0.187,0.518,0.705
48047,0.061,0.004,0.166,0.09,0.678,0.768
48049,0.085,0.077,0.066,0.239,0.534,0.773
48051,0.02,0.072,0.071,0.281,0.555,0.836
48053,0.031,0.039,0.055,0.194,0.682,0.876
48055,0.001,0.001,0.063,0.185,0.751,0.936
48057,0.019,0.028,0.179,0.071,0.703,0.774
48059,0.049,0.06,0.119,0.205,0.567,0.772
48061,0.035,0.061,0.034,0.056,0.813,0.869
48063,0.017,0.064,0.213,0.235,0.471,0.706
48065,0.099,0.064,0.124,0.252,0.462,0.714
48067,0.034,0.145,0.17,0.209,0.441,0.65
48069,0.057,0.051,0.043,0.296,0.553,0.849
48071,0.027,0.094,0.078,0.201,0.6,0.801
48073,0.123,0.063,0.148,0.192,0.475,0.667
48075,0.147,0.124,0.189,0.206,0.334,0.54
48077,0.066,0.049,0.105,0.087,0.693,0.78
48079,0.029,0.078,0.068,0.229,0.595,0.824
48081,0.039,0.056,0.093,0.241,0.572,0.813
48083,0.053,0.048,0.084,0.259,0.556,0.815
48085,0.021,0.026,0.054,0.181,0.719,0.9
48087,0.239,0.142,0.176,0.16,0.284,0.444
48089,0.004,0.044,0.078,0.228,0.645,0.873
48091,0.007,0.044,0.063,0.146,0.74,0.886
48093,0.045,0.075,0.059,0.2,0.621,0.821
48095,0.012,0.029,0.072,0.279,0.607,0.886
48097,0.118,0.026,0.056,0.207,0.594,0.801
48099,0.015,0.027,0.142,0.194,0.622,0.816
48101,0.107,0.106,0.188,0.176,0.423,0.599
