COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,SUM_FRQ_ALW
21067,0.031,0.051,0.066,0.202,0.65,0.852
21069,0.068,0.069,0.075,0.287,0.502,0.789
21071,0.131,0.066,0.129,0.134,0.54,0.674
21073,0.088,0.036,0.142,0.214,0.521,0.735
21075,0.1,0.102,0.202,0.217,0.38,0.597
21077,0.076,0.048,0.198,0.211,0.466,0.677
21079,0.077,0.043,0.063,0.276,0.54,0.816
21081,0.047,0.056,0.183,0.106,0.608,0.714
21083,0.103,0.069,0.266,0.222,0.34,0.562
21085,0.043,0.042,0.134,0.154,0.627,0.781
21087,0.063,0.076,0.127,0.247,0.488,0.735
21089,0.092,0.101,0.236,0.228,0.342,0.57
21091,0.019,0.08,0.121,0.235,0.546,0.781
21093,0.057,0.062,0.106,0.217,0.558,0.775
21095,0.076,0.093,0.098,0.126,0.606,0.732
21097,0.073,0.044,0.031,0.047,0.804,0.851
21099,0.053,0.034,0.118,0.185,0.61,0.795
21101,0.072,0.061,0.136,0.229,0.501,0.73
21103,0.093,0.082,0.174,0.254,0.398,0.652
21105,0.097,0.065,0.221,0.202,0.415,0.617
21107,0.04,0.067,0.174,0.217,0.502,0.719
21109,0.183,0.068,0.092,0.235,0.421,0.656
21111,0.036,0.048,0.083,0.23,0.602,0.832
21113,0.022,0.036,0.104,0.21,0.628,0.838
21115,0.102,0.053,0.106,0.127,0.612,0.739
21117,0.052,0.056,0.146,0.245,0.5,0.745
21119,0.157,0.073,0.13,0.142,0.497,0.639
21121,0.187,0.073,0.103,0.165,0.471,0.636
21123,0.074,0.053,0.09,0.213,0.57,0.783
21125,0.201,0.047,0.083,0.152,0.517,0.669
21127,0.155,0.091,0.151,0.125,0.479,0.604
21129,0.129,0.069,0.129,0.273,0.399,0.672
21131,0.094,0.103,0.142,0.174,0.487,0.661
21133,0.078,0.05,0.127,0.122,0.624,0.746
21135,0.057,0.081,0.21,0.296,0.357,0.653
21137,0.172,0.054,0.093,0.172,0.509,0.681
21139,0.08,0.1,0.29,0.191,0.339,0.53
21141,0.099,0.1,0.08,0.198,0.523,0.721
21143,0.052,0.11,0.316,0.138,0.384,0.522
21145,0.085,0.058,0.232,0.255,0.37,0.625
21147,0.096,0.116,0.143,0.203,0.441,0.644
21149,0.081,0.105,0.107,0.249,0.459,0.708
21151,0.088,0.094,0.114,0.233,0.471,0.704
21153,0.107,0.078,0.111,0.164,0.54,0.704
21155,0.046,0.082,0.074,0.144,0.654,0.798
21157,0.061,0.083,0.28,0.18,0.395,0.575
21159,0.108,0.055,0.096,0.104,0.637,0.741
21161,0.056,0.119,0.061,0.284,0.479,0.763
21163,0.018,0.154,0.115,0.154,0.559,0.713
21165,0.161,0.088,0.067,0.215,0.468,0.683
21167,0.047,0.012,0.178,0.195,0.567,0.762
21169,0.048,0.109,0.134,0.222,0.487,0.709
21171,0.082,0.134,0.185,0.15,0.448,0.598
21173,0.03,0.041,0.085,0.392,0.452,0.844
21175,0.133,0.116,0.071,0.182,0.498,0.68
21177,0.035,0.154,0.123,0.2,0.488,0.688
21179,0.033,0.106,0.068,0.244,0.548,0.792
21181,0.023,0.025,0.09,0.271,0.591,0.862
21183,0.064,0.145,0.109,0.19,0.492,0.682
21185,0.025,0.039,0.098,0.278,0.56,0.838
21187,0.091,0.039,0.114,0.198,0.558,0.756
21189,0.121,0.058,0.157,0.282,0.382,0.664
21191,0.035,0.121,0.103,0.129,0.613,0.742
21193,0.123,0.093,0.111,0.171,0.502,0.673
21195,0.096,0.088,0.123,0.148,0.545,0.693
21197,0.112,0.099,0.102,0.232,0.455,0.687
21199,0.13,0.123,0.096,0.164,0.487,0.651
21201,0.048,0.123,0.039,0.204,0.586,0.79
21203,0.215,0.079,0.075,0.157,0.474,0.631
21205,0.159,0.097,0.047,0.231,0.467,0.698
21207,0.096,0.138,0.195,0.206,0.365,0.571
21209,0.04,0.044,0.076,0.081,0.759,0.84
21211,0.092,0.107,0.054,0.261,0.487,0.748
21213,0.137,0.066,0.162,0.208,0.426,0.634
21215,0.032,0.058,0.047,0.41,0.453,0.863
21217,0.073,0.073,0.111,0.21,0.533,0.743
21219,0.058,0.147,0.135,0.266,0.394,0.66
21221,0.066,0.053,0.131,0.152,0.597,0.749
21223,0.134,0.172,0.135,0.217,0.342,0.559
21225,0.211,0.079,0.229,0.172,0.309,0.481
21227,0.076,0.067,0.063,0.185,0.609,0.794
21229,0.035,0.066,0.116,0.221,0.562,0.783
21231,0.102,0.151,0.16,0.169,0.417,0.586
21233,0.088,0.084,0.167,0.21,0.451,0.661
21235,0.176,0.062,0.113,0.174,0.476,0.65
21237,0.14,0.095,0.114,0.203,0.448,0.651
21239,0.042,0.017,0.049,0.193,0.698,0.891
22001,0.122,0.111,0.138,0.265,0.362,0.627
22003,0.196,0.07,0.118,0.2,0.416,0.616
22005,0.049,0.092,0.142,0.148,0.569,0.717
22007,0.079,0.034,0.213,0.206,0.468,0.674
22009,0.13,0.092,0.073,0.246,0.459,0.705
22011,0.086,0.069,0.169,0.191,0.486,0.677
22013,0.078,0.052,0.17,0.291,0.409,0.7
22015,0.068,0.096,0.144,0.225,0.468,0.693
22017,0.058,0.079,0.158,0.209,0.497,0.706
22019,0.102,0.139,0.077,0.212,0.471,0.683
22021,0.102,0.061,0.098,0.241,0.498,0.739
22023,0.089,0.127,0.079,0.201,0.505,0.706
22025,0.11,0.056,0.086,0.147,0.6,0.747
22027,0.146,0.068,0.04,0.273,0.473,0.746
22029,0.11,0.104,0.112,0.095,0.579,0.674
22031,0.035,0.075,0.132,0.162,0.596,0.758
22033,0.052,0.031,0.09,0.183,0.642,0.825
22035,0.022,0.046,0.121,0.137,0.674,0.811
22037,0.067,0.053,0.095,0.366,0.42,0.786
22039,0.215,0.077,0.111,0.211,0.387,0.598
22041,0.123,0.054,0.102,0.156,0.565,0.721
22043,0.086,0.041,0.109,0.229,0.535,0.764
22045,0.112,0.084,0.085,0.253,0.467,0.72
22047,0.061,0.021,0.084,0.19,0.644,0.834
22049,0.116,0.083,0.127,0.29,0.383,0.673
22051,0.044,0.031,0.066,0.174,0.685,0.859
22053,0.249,0.111,0.09,0.196,0.354,0.55
22055,0.062,0.083,0.105,0.217,0.533,0.75
22057,0.078,0.039,0.159,0.151,0.573,0.724
22059,0.082,0.035,0.089,0.223,0.571,0.794
22061,0.102,0.08,0.111,0.29,0.417,0.707
22063,0.06,0.043,0.144,0.29,0.463,0.753
22065,0.034,0.068,0.109,0.172,0.617,0.789
22067,0.039,0.105,0.124,0.166,0.566,0.732
22069,0.096,0.063,0.113,0.167,0.561,0.728
22071,0.019,0.034,0.087,0.206,0.654,0.86
22073,0.076,0.098,0.121,0.229,0.476,0.705
22075,0.065,0.035,0.165,0.222,0.513,0.735
22077,0.044,0.082,0.068,0.198,0.608,0.806
22079,0.106,0.046,0.087,0.236,0.524,0.76
22081,0.068,0.081,0.135,0.189,0.527,0.716
22083,0.066,0.08,0.126,0.194,0.534,0.728
22085,0.098,0.08,0.113,0.145,0.564,0.709
22087,0.035,0.075,0.136,0.23,0.524,0.754
22089,0.093,0.048,0.027,0.165,0.667,0.832
22091,0.064,0.126,0.138,0.237,0.434,0.671
22093,0.034,0.099,0.202,0.061,0.603,0.664
22095,0.096,0.059,0.19,0.079,0.577,0.656
22097,0.064,0.105,0.117,0.199,0.515,0.714
22099,0.069,0.11,0.096,0.178,0.548,0.726
22101,0.066,0.02,0.179,0.28,0.454,0.734
22103,0.031,0.073,0.074,0.211,0.611,0.822
22105,0.066,0.072,0.103,0.193,0.566,0.759
22107,0.081,0.064,0.097,0.134,0.625,0.759
22109,0.068,0.052,0.14,0.221,0.519,0.74
22111,0.071,0.142,0.106,0.244,0.436,0.68
22113,0.076,0.088,0.115,0.271,0.449,0.72
22115,0.092,0.066,0.145,0.244,0.453,0.697
22117,0.103,0.046,0.148,0.242,0.461,0.703
22119,0.134,0.044,0.063,0.265,0.494,0.759
22121,0.044,0.04,0.07,0.197,0.649,0.846
22123,0.022,0.063,0.124,0.114,0.677,0.791
22125,0.072,0.13,0.037,0.265,0.496,0.761
22127,0.086,0.106,0.13,0.236,0.443,0.679
23001,0.083,0.099,0.041,0.199,0.577,0.776
23003,0.143,0.047,0.12,0.243,0.447,0.69
23005,0.05,0.053,0.046,0.182,0.669,0.851
23007,0.006,0.063,0.191,0.161,0.579,0.74
23009,0.034,0.052,0.118,0.202,0.594,0.796
23011,0.016,0.074,0.125,0.245,0.54,0.785
23013,0.007,0.01,0.111,0.248,0.625,0.873
23015,0.031,0.014,0.065,0.204,0.688,0.892
23017,0.069,0.065,0.064,0.213,0.589,0.802
23019,0.038,0.071,0.085,0.189,0.617,0.806
23021,0.062,0.146,0.123,0.189,0.479,0.668
23023,0.061,0.026,0.033,0.216,0.664,0.88
23025,0.035,0.095,0.142,0.17,0.558,0.728
23027,0.023,0.06,0.15,0.182,0.585,0.767
23029,0.026,0.032,0.126,0.204,0.612,0.816
23031,0.076,0.036,0.061,0.173,0.655,0.828
24001,0.007,0.01,0.035,0.213,0.736,0.949
24003,0.018,0.022,0.067,0.154,0.739,0.893
24005,0.013,0.024,0.043,0.142,0.777,0.919
24009,0.049,0.049,0.071,0.11,0.72,0.83
24011,0.009,0.019,0.033,0.168,0.77,0.938
24013,0.014,0.008,0.062,0.17,0.746,0.916
24015,0.009,0.018,0.054,0.182,0.738,0.92
24017,0.035,0.034,0.107,0.157,0.667,0.824
24019,0.02,0.006,0.011,0.119,0.844,0.963
24021,0.028,0.036,0.062,0.113,0.762,0.875
24023,0.077,0.008,0.04,0.305,0.571,0.876
24025,0.008,0.009,0.037,0.168,0.778,0.946
24027,0.024,0.015,0.067,0.17,0.723,0.893
24029,0.005,0.014,0.06,0.207,0.714,0.921
24031,0.025,0.029,0.041,0.128,0.777,0.905
24033,0.087,0.034,0.064,0.094,0.72,0.814
24035,0.002,0.042,0.041,0.309,0.605,0.914
24037,0.04,0.009,0.036,0.152,0.763,0.915
24039,0.004,0.01,0.047,0.128,0.812,0.94
24041,0.012,0.012,0.006,0.127,0.843,0.97
24043,0.031,0.047,0.085,0.194,0.642,0.836
24045,0.006,0.011,0.063,0.116,0.804,0.92
24047,0.003,0.004,0.042,0.11,0.842,0.952
24510,0.024,0.032,0.063,0.148,0.733,0.881
25001,0.019,0.007,0.026,0.109,0.839,0.948
25003,0.03,0.004,0.049,0.082,0.834,0.916
25005,0.016,0.02,0.056,0.161,0.747,0.908
25007,0.006,0.01,0.037,0.16,0.786,0.946
25009,0.023,0.01,0.047,0.131,0.788,0.919
25011,0.043,0.011,0.028,0.156,0.762,0.918
25013,0.013,0.017,0.055,0.13,0.786,0.916
25015,0.011,0.006,0.017,0.109,0.857,0.966
25017,0.023,0.011,0.041,0.127,0.798,0.925
25019,0.015,0.003,0.034,0.156,0.792,0.948
25021,0.02,0.015,0.035,0.125,0.805,0.93
25023,0.014,0.017,0.045,0.112,0.812,0.924
25025,0.02,0.007,0.049,0.136,0.788,0.924
25027,0.02,0.027,0.043,0.142,0.768,0.91
26001,0.065,0.046,0.133,0.18,0.576,0.756
26003,0.025,0.034,0.118,0.229,0.595,0.824
26005,0.05,0.035,0.133,0.283,0.5,0.783
26007,0.025,0.04,0.144,0.18,0.612,0.792
26009,0.027,0.042,0.088,0.218,0.625,0.843
26011,0.052,0.136,0.076,0.252,0.484,0.736
26013,0.012,0.063,0.109,0.257,0.558,0.815
26015,0.043,0.121,0.121,0.211,0.504,0.715
26017,0.014,0.055,0.103,0.202,0.627,0.829
26019,0.01,0.049,0.062,0.164,0.715,0.879
26021,0.039,0.037,0.122,0.247,0.555,0.802
26023,0.072,0.091,0.205,0.234,0.399,0.633
26025,0.063,0.121,0.078,0.178,0.559,0.737
26027,0.046,0.076,0.123,0.274,0.48,0.754
26029,0.027,0.057,0.085,0.205,0.626,0.831
26031,0.027,0.052,0.086,0.252,0.584,0.836
26033,0.03,0.022,0.068,0.287,0.593,0.88
26035,0.05,0.026,0.102,0.308,0.514,0.822
26037,0.033,0.056,0.046,0.263,0.603,0.866
26039,0.043,0.05,0.061,0.181,0.666,0.847
26041,0.058,0.023,0.17,0.217,0.532,0.749
26043,0.043,0.065,0.127,0.249,0.516,0.765
26045,0.047,0.039,0.147,0.247,0.52,0.767
26047,0.025,0.062,0.075,0.219,0.618,0.837
26049,0.032,0.043,0.104,0.288,0.533,0.821
26051,0.025,0.024,0.109,0.338,0.503,0.841
26053,0.039,0.064,0.139,0.257,0.501,0.758
26055,0.004,0.041,0.082,0.2,0.672,0.872
26057,0.057,0.074,0.105,0.169,0.596,0.765
26059,0.135,0.075,0.119,0.247,0.424,0.671
26061,0.008,0.078,0.129,0.281,0.505,0.786
26063,0.08,0.072,0.032,0.271,0.544,0.815
26065,0.062,0.03,0.076,0.237,0.595,0.832
26067,0.035,0.203,0.139,0.229,0.394,0.623
26069,0.1,0.084,0.099,0.206,0.511,0.717
26071,0.046,0.068,0.126,0.227,0.533,0.76
26073,0.096,0.057,0.112,0.191,0.544,0.735
26075,0.11,0.08,0.133,0.166,0.511,0.677
26077,0.02,0.059,0.062,0.167,0.693,0.86
26079,0.018,0.037,0.07,0.228,0.646,0.874
26081,0.019,0.061,0.063,0.215,0.641,0.856
26083,0.006,0.071,0.129,0.277,0.518,0.795
26085,0.052,0.122,0.073,0.204,0.548,0.752
26087,0.036,0.105,0.104,0.133,0.622,0.755
26089,0.003,0.038,0.092,0.203,0.663,0.866
26091,0.018,0.027,0.083,0.26,0.612,0.872
26093,0.042,0.021,0.052,0.198,0.687,0.885
26095,0.028,0.03,0.088,0.237,0.617,0.854
26097,0.032,0.04,0.073,0.256,0.599,0.855
26099,0.034,0.043,0.09,0.145,0.688,0.833
26101,0.035,0.05,0.087,0.121,0.707,0.828
26103,0.016,0.045,0.11,0.251,0.578,0.829
26105,0.046,0.054,0.199,0.14,0.561,0.701
26107,0.091,0.104,0.087,0.243,0.475,0.718
26109,0.059,0.073,0.068,0.253,0.547,0.8
26111,0.031,0.03,0.098,0.214,0.626,0.84
26113,0.025,0.036,0.082,0.191,0.666,0.857
26115,0.066,0.035,0.054,0.183,0.663,0.846
26117,0.028,0.137,0.167,0.21,0.458,0.668
26119,0.044,0.071,0.126,0.186,0.574,0.76
26121,0.084,0.045,0.1,0.16,0.611,0.771
26123,0.099,0.121,0.027,0.3,0.454,0.754
26125,0.028,0.027,0.049,0.169,0.727,0.896
26127,0.074,0.033,0.114,0.163,0.616,0.779
26129,0.061,0.117,0.106,0.259,0.458,0.717
26131,0.025,0.086,0.123,0.265,0.501,0.766
26133,0.07,0.073,0.089,0.238,0.531,0.769
26135,0.057,0.073,0.096,0.181,0.593,0.774
26137,0.06,0.068,0.097,0.172,0.602,0.774
26139,0.042,0.057,0.12,0.251,0.531,0.782
26141,0.02,0.04,0.143,0.223,0.575,0.798
26143,0.012,0.037,0.097,0.217,0.637,0.854
26145,0.031,0.073,0.082,0.197,0.616,0.813
26147,0.051,0.069,0.046,0.194,0.64,0.834
26149,0.048,0.079,0.197,0.189,0.488,0.677
26151,0.078,0.112,0.077,0.21,0.522,0.732
26153,0.041,0.021,0.14,0.187,0.611,0.798
26155,0.116,0.046,0.065,0.297,0.475,0.772
26157,0.091,0.05,0.078,0.246,0.536,0.782
26159,0.025,0.068,0.137,0.183,0.587,0.77
26161,0.019,0.022,0.046,0.18,0.733,0.913
26163,0.046,0.032,0.075,0.156,0.69,0.846
26165,0.036,0.056,0.077,0.171,0.659,0.83
27001,0.187,0.115,0.075,0.247,0.375,0.622
27003,0.054,0.078,0.132,0.245,0.492,0.737
27005,0.052,0.28,0.175,0.24,0.252,0.492
27007,0.094,0.155,0.225,0.185,0.34,0.525
27009,0.084,0.139,0.209,0.147,0.42,0.567
27011,0.256,0.121,0.185,0.146,0.292,0.438
27013,0.065,0.078,0.146,0.276,0.435,0.711
27015,0.101,0.061,0.251,0.265,0.322,0.587
27017,0.058,0.054,0.09,0.329,0.469,0.798
27019,0.024,0.128,0.183,0.296,0.368,0.664
27021,0.105,0.127,0.107,0.235,0.426,0.661
27023,0.108,0.106,0.244,0.224,0.318,0.542
27025,0.064,0.104,0.165,0.253,0.414,0.667
27027,0.092,0.121,0.138,0.23,0.419,0.649
27029,0.065,0.21,0.203,0.172,0.351,0.523
27031,0.184,0.02,0.038,0.257,0.5,0.757
27033,0.216,0.045,0.262,0.215,0.263,0.478
27035,0.147,0.112,0.081,0.249,0.411,0.66
27037,0.072,0.076,0.129,0.236,0.488,0.724
27039,0.035,0.096,0.071,0.325,0.473,0.798
27041,0.099,0.178,0.148,0.225,0.35,0.575
27043,0.078,0.158,0.163,0.261,0.34,0.601
27045,0.026,0.102,0.099,0.29,0.483,0.773
27047,0.135,0.085,0.206,0.283,0.291,0.574
27049,0.03,0.039,0.138,0.28,0.513,0.793
27051,0.11,0.137,0.193,0.165,0.396,0.561
27053,0.021,0.044,0.096,0.243,0.596,0.839
27055,0.072,0.08,0.086,0.283,0.478,0.761
27057,0.078,0.15,0.164,0.227,0.38,0.607
27059,0.104,0.099,0.215,0.14,0.442,0.582
27061,0.162,0.142,0.151,0.209,0.336,0.545
27063,0.325,0.024,0.14,0.171,0.34,0.511
27065,0.223,0.148,0.137,0.146,0.346,0.492
27067,0.109,0.107,0.182,0.29,0.312,0.602
27069,0.068,0.168,0.221,0.251,0.292,0.543
27071,0.159,0.183,0.087,0.255,0.316,0.571
27073,0.184,0.096,0.248,0.179,0.293,0.472
27075,0.087,0.033,0.075,0.341,0.464,0.805
27077,0.091,0.171,0.176,0.249,0.313,0.562
27079,0.055,0.168,0.147,0.254,0.377,0.631
27081,0.11,0.078,0.203,0.292,0.317,0.609
27083,0.134,0.075,0.242,0.21,0.339,0.549
27085,0.061,0.176,0.193,0.383,0.186,0.569
27087,0.07,0.279,0.083,0.185,0.382,0.567
27089,0.078,0.152,0.221,0.234,0.315,0.549
27091,0.18,0.115,0.134,0.205,0.366,0.571
27093,0.072,0.144,0.094,0.323,0.367,0.69
27095,0.224,0.122,0.159,0.146,0.349,0.495
27097,0.14,0.126,0.121,0.24,0.373,0.613
27099,0.071,0.107,0.113,0.262,0.448,0.71
27101,0.131,0.071,0.224,0.27,0.303,0.573
27103,0.063,0.085,0.164,0.296,0.392,0.688
27105,0.244,0.078,0.18,0.215,0.284,0.499
27107,0.122,0.154,0.109,0.186,0.428,0.614
27109,0.023,0.101,0.057,0.333,0.485,0.818
27111,0.078,0.182,0.278,0.17,0.291,0.461
27113,0.081,0.197,0.211,0.205,0.306,0.511
27115,0.178,0.143,0.074,0.242,0.364,0.606
27117,0.088,0.182,0.132,0.281,0.317,0.598
27119,0.104,0.208,0.197,0.196,0.295,0.491
27121,0.139,0.147,0.103,0.216,0.395,0.611
27123,0.044,0.046,0.086,0.259,0.564,0.823
27125,0.095,0.241,0.194,0.184,0.286,0.47
27127,0.081,0.123,0.248,0.255,0.293,0.548
27129,0.05,0.136,0.193,0.374,0.247,0.621
27131,0.089,0.038,0.117,0.301,0.454,0.755
27133,0.095,0.22,0.11,0.247,0.328,0.575
27135,0.077,0.151,0.211,0.234,0.327,0.561
27137,0.095,0.052,0.098,0.297,0.457,0.754
27139,0.021,0.057,0.12,0.319,0.482,0.801
27141,0.064,0.175,0.175,0.239,0.346,0.585
27143,0.04,0.175,0.172,0.38,0.233,0.613
27145,0.082,0.142,0.187,0.174,0.415,0.589
27147,0.074,0.062,0.144,0.354,0.365,0.719
27149,0.169,0.126,0.117,0.192,0.397,0.589
27151,0.17,0.113,0.152,0.212,0.353,0.565
27153,0.097,0.198,0.146,0.196,0.363,0.559
27155,0.196,0.139,0.16,0.11,0.395,0.505
27157,0.041,0.085,0.129,0.318,0.427,0.745
27159,0.061,0.211,0.157,0.203,0.367,0.57
27161,0.074,0.048,0.117,0.332,0.429,0.761
27163,0.044,0.088,0.103,0.262,0.503,0.765
27165,0.149,0.053,0.225,0.221,0.352,0.573
27167,0.166,0.148,0.239,0.096,0.352,0.448
27169,0.029,0.151,0.057,0.328,0.435,0.763
27171,0.083,0.109,0.162,0.259,0.387,0.646
27173,0.122,0.096,0.254,0.202,0.326,0.528
28001,0.113,0.112,0.131,0.084,0.56,0.644
28003,0.069,0.131,0.15,0.222,0.428,0.65
28005,0.11,0.092,0.122,0.204,0.473,0.677
28007,0.065,0.104,0.092,0.139,0.601,0.74
28009,0.018,0.014,0.246,0.233,0.489,0.722
28011,0.123,0.046,0.127,0.249,0.456,0.705
28013,0.074,0.161,0.092,0.179,0.494,0.673
28015,0.08,0.144,0.119,0.12,0.537,0.657
28017,0.07,0.134,0.088,0.182,0.525,0.707
28019,0.035,0.094,0.064,0.219,0.588,0.807
28021,0.038,0.061,0.088,0.214,0.598,0.812
28023,0.044,0.021,0.133,0.205,0.597,0.802
28025,0.029,0.082,0.098,0.214,0.577,0.791
28027,0.038,0.056,0.118,0.33,0.459,0.789
28029,0.073,0.084,0.134,0.157,0.552,0.709
28031,0.11,0.105,0.085,0.193,0.506,0.699
28033,0.055,0.078,0.088,0.236,0.543,0.779
28035,0.072,0.042,0.091,0.267,0.527,0.794
28037,0.087,0.112,0.154,0.138,0.509,0.647
28039,0.037,0.102,0.088,0.346,0.428,0.774
28041,0.015,0.112,0.07,0.262,0.541,0.803
28043,0.056,0.135,0.133,0.189,0.486,0.675
28045,0.063,0.09,0.089,0.254,0.503,0.757
28047,0.093,0.071,0.142,0.237,0.457,0.694
28049,0.019,0.096,0.115,0.183,0.588,0.771
28051,0.062,0.072,0.095,0.099,0.672,0.771
28053,0.117,0.071,0.098,0.104,0.61,0.714
28055,0.03,0.06,0.137,0.162,0.612,0.774
28057,0.116,0.074,0.155,0.191,0.464,0.655
28059,0.077,0.092,0.12,0.24,0.472,0.712
28061,0.066,0.09,0.144,0.167,0.533,0.7
28063,0.076,0.083,0.137,0.15,0.555,0.705
28065,0.141,0.132,0.101,0.181,0.445,0.626
28067,0.069,0.079,0.118,0.169,0.565,0.734
28069,0.032,0.021,0.082,0.177,0.687,0.864
28071,0.019,0.059,0.161,0.2,0.56,0.76
28073,0.087,0.045,0.08,0.27,0.517,0.787
28075,0.036,0.018,0.105,0.197,0.643,0.84
28077,0.119,0.133,0.142,0.135,0.471,0.606
28079,0.031,0.04,0.139,0.158,0.633,0.791
28081,0.094,0.092,0.13,0.18,0.505,0.685
28083,0.122,0.093,0.119,0.129,0.537,0.666
28085,0.077,0.129,0.136,0.142,0.516,0.658
28087,0.018,0.052,0.148,0.193,0.59,0.783
28089,0.029,0.043,0.184,0.242,0.502,0.744
28091,0.137,0.096,0.103,0.255,0.408,0.663
28093,0.013,0.006,0.13,0.301,0.55,0.851
28095,0.087,0.064,0.139,0.171,0.539,0.71
28097,0.058,0.176,0.109,0.147,0.51,0.657
28099,0.017,0.018,0.066,0.171,0.729,0.9
28101,0.01,0.025,0.1,0.203,0.662,0.865
28103,0.009,0.034,0.112,0.203,0.642,0.845
28105,0.015,0.07,0.081,0.242,0.591,0.833
28107,0.061,0.158,0.113,0.269,0.399,0.668
28109,0.05,0.124,0.088,0.251,0.487,0.738
28111,0.057,0.056,0.11,0.273,0.503,0.776
28113,0.116,0.092,0.106,0.155,0.531,0.686
28115,0.06,0.113,0.114,0.197,0.516,0.713
28117,0.103,0.104,0.17,0.234,0.389,0.623
28119,0.041,0.101,0.1,0.312,0.446,0.758
28121,0.031,0.103,0.127,0.179,0.561,0.74
28123,0.026,0.049,0.129,0.252,0.543,0.795
28125,0.066,0.068,0.148,0.128,0.59,0.718
28127,0.081,0.124,0.149,0.154,0.491,0.645
28129,0.106,0.172,0.111,0.194,0.417,0.611
28131,0.109,0.064,0.124,0.224,0.479,0.703
28133,0.137,0.064,0.118,0.182,0.498,0.68
28135,0.061,0.086,0.118,0.274,0.461,0.735
28137,0.097,0.052,0.149,0.265,0.437,0.702
28139,0.068,0.069,0.217,0.213,0.434,0.647
28141,0.072,0.179,0.155,0.225,0.37,0.595
28143,0.131,0.036,0.089,0.176,0.568,0.744
28145,0.078,0.085,0.148,0.219,0.47,0.689
28147,0.158,0.086,0.134,0.213,0.409,0.622
28149,0.021,0.079,0.095,0.217,0.586,0.803
28151,0.138,0.084,0.164,0.114,0.5,0.614
28153,0.037,0.062,0.121,0.194,0.587,0.781
28155,0.052,0.145,0.079,0.222,0.502,0.724
28157,0.146,0.143,0.075,0.155,0.481,0.636
28159,0.029,0.038,0.057,0.199,0.676,0.875
28161,0.029,0.108,0.121,0.217,0.523,0.74
28163,0.05,0.038,0.145,0.159,0.608,0.767
29001,0.067,0.098,0.187,0.253,0.395,0.648
29003,0.133,0.197,0.164,0.234,0.272,0.506
29005,0.09,0.144,0.097,0.287,0.382,0.669
29007,0.11,0.078,0.203,0.281,0.327,0.608
29009,0.106,0.06,0.256,0.235,0.343,0.578
29011,0.15,0.131,0.134,0.111,0.474,0.585
29013,0.138,0.068,0.112,0.237,0.444,0.681
29015,0.188,0.122,0.168,0.277,0.245,0.522
29017,0.097,0.152,0.132,0.268,0.35,0.618
29019,0.073,0.075,0.113,0.224,0.515,0.739
29021,0.121,0.183,0.175,0.219,0.302,0.521
29023,0.189,0.175,0.16,0.135,0.342,0.477
29025,0.109,0.133,0.211,0.18,0.367,0.547
29027,0.123,0.12,0.217,0.196,0.344,0.54
29029,0.266,0.093,0.147,0.124,0.371,0.495
29031,0.08,0.109,0.137,0.285,0.389,0.674
29033,0.155,0.13,0.078,0.286,0.351,0.637
29035,0.159,0.285,0.151,0.125,0.281,0.406
29037,0.027,0.082,0.17,0.185,0.535,0.72
29039,0.275,0.056,0.173,0.155,0.341,0.496
29041,0.117,0.141,0.084,0.278,0.38,0.658
29043,0.13,0.113,0.053,0.253,0.451,0.704
29045,0.154,0.138,0.165,0.223,0.32,0.543
29047,0.033,0.037,0.076,0.199,0.655,0.854
29049,0.066,0.103,0.106,0.209,0.517,0.726
29051,0.087,0.185,0.107,0.187,0.434,0.621
29053,0.06,0.09,0.127,0.183,0.54,0.723
29055,0.167,0.148,0.136,0.159,0.391,0.55
29057,0.312,0.044,0.138,0.136,0.369,0.505
29059,0.165,0.143,0.167,0.154,0.371,0.525
29061,0.124,0.166,0.172,0.247,0.291,0.538
29063,0.144,0.133,0.159,0.241,0.323,0.564
29065,0.167,0.169,0.175,0.196,0.293,0.489
29067,0.285,0.149,0.07,0.167,0.328,0.495
29069,0.068,0.085,0.154,0.215,0.478,0.693
29071,0.122,0.086,0.1,0.233,0.458,0.691
29073,0.086,0.207,0.168,0.135,0.404,0.539
29075,0.101,0.166,0.182,0.299,0.251,0.55
29077,0.099,0.082,0.128,0.272,0.418,0.69
29079,0.195,0.193,0.129,0.247,0.236,0.483
29081,0.173,0.128,0.215,0.248,0.236,0.484
29083,0.128,0.147,0.117,0.345,0.262,0.607
29085,0.182,0.18,0.159,0.164,0.316,0.48
29087,0.129,0.223,0.156,0.232,0.26,0.492
29089,0.076,0.096,0.107,0.191,0.531,0.722
29091,0.301,0.142,0.208,0.107,0.242,0.349
29093,0.133,0.091,0.072,0.28,0.423,0.703
29095,0.027,0.066,0.088,0.21,0.609,0.819
29097,0.138,0.152,0.147,0.176,0.388,0.564
29099,0.042,0.117,0.178,0.216,0.447,0.663
29101,0.168,0.107,0.026,0.189,0.511,0.7
29103,0.082,0.112,0.182,0.271,0.353,0.624
29105,0.313,0.121,0.172,0.107,0.287,0.394
29107,0.033,0.098,0.052,0.247,0.571,0.818
29109,0.241,0.05,0.251,0.222,0.237,0.459
29111,0.164,0.109,0.177,0.23,0.32,0.55
29113,0.063,0.119,0.236,0.282,0.299,0.581
29115,0.126,0.156,0.118,0.274,0.326,0.6
29117,0.15,0.228,0.111,0.25,0.26,0.51
