CENSUS2010POP ,LOCATION
"10,420",".Ritchie County, West Virginia"
"14,895",".Roane County, West Virginia"
"13,940",".Summers County, West Virginia"
"16,889",".Taylor County, West Virginia"
"7,129",".Tucker County, West Virginia"
"9,218",".Tyler County, West Virginia"
"24,239",".Upshur County, West Virginia"
"42,466",".Wayne County, West Virginia"
"9,153",".Webster County, West Virginia"
"16,535",".Wetzel County, West Virginia"
"5,725",".Wirt County, West Virginia"
"86,973",".Wood County, West Virginia"
"23,728",".Wyoming County, West Virginia"
"20,878",".Adams County, Wisconsin"
"16,143",".Ashland County, Wisconsin"
"45,814",".Barron County, Wisconsin"
"15,000",".Bayfield County, Wisconsin"
"248,476",".Brown County, Wisconsin"
"13,551",".Buffalo County, Wisconsin"
"15,430",".Burnett County, Wisconsin"
"49,040",".Calumet County, Wisconsin"
"62,638",".Chippewa County, Wisconsin"
"34,683",".Clark County, Wisconsin"
"56,860",".Columbia County, Wisconsin"
"16,633",".Crawford County, Wisconsin"
"489,218",".Dane County, Wisconsin"
"88,728",".Dodge County, Wisconsin"
"27,750",".Door County, Wisconsin"
"44,134",".Douglas County, Wisconsin"
"43,887",".Dunn County, Wisconsin"
"99,017",".Eau Claire County, Wisconsin"
"4,398",".Florence County, Wisconsin"
"101,576",".Fond du Lac County, Wisconsin"
"9,294",".Forest County, Wisconsin"
"51,233",".Grant County, Wisconsin"
"36,857",".Green County, Wisconsin"
"19,015",".Green Lake County, Wisconsin"
"23,690",".Iowa County, Wisconsin"
"5,924",".Iron County, Wisconsin"
"20,465",".Jackson County, Wisconsin"
"83,724",".Jefferson County, Wisconsin"
"26,672",".Juneau County, Wisconsin"
"166,626",".Kenosha County, Wisconsin"
"20,561",".Kewaunee County, Wisconsin"
"114,872",".La Crosse County, Wisconsin"
"16,807",".Lafayette County, Wisconsin"
"19,963",".Langlade County, Wisconsin"
"28,779",".Lincoln County, Wisconsin"
"81,331",".Manitowoc County, Wisconsin"
"134,050",".Marathon County, Wisconsin"
"41,663",".Marinette County, Wisconsin"
"15,375",".Marquette County, Wisconsin"
"4,269",".Menominee County, Wisconsin"
"948,285",".Milwaukee County, Wisconsin"
"44,813",".Monroe County, Wisconsin"
"37,717",".Oconto County, Wisconsin"
"35,949",".Oneida County, Wisconsin"
"176,908",".Outagamie County, Wisconsin"
"86,377",".Ozaukee County, Wisconsin"
"7,472",".Pepin County, Wisconsin"
"41,089",".Pierce County, Wisconsin"
"44,156",".Polk County, Wisconsin"
"70,024",".Portage County, Wisconsin"
"14,097",".Price County, Wisconsin"
"195,406",".Racine County, Wisconsin"
"18,024",".Richland County, Wisconsin"
"160,260",".Rock County, Wisconsin"
"14,731",".Rusk County, Wisconsin"
"84,397",".St. Croix County, Wisconsin"
"62,050",".Sauk County, Wisconsin"
"16,549",".Sawyer County, Wisconsin"
"41,939",".Shawano County, Wisconsin"
"115,524",".Sheboygan County, Wisconsin"
"20,661",".Taylor County, Wisconsin"
"28,846",".Trempealeau County, Wisconsin"
"29,766",".Vernon County, Wisconsin"
"21,455",".Vilas County, Wisconsin"
"102,197",".Walworth County, Wisconsin"
"15,930",".Washburn County, Wisconsin"
"131,988",".Washington County, Wisconsin"
"390,028",".Waukesha County, Wisconsin"
"52,399",".Waupaca County, Wisconsin"
"24,526",".Waushara County, Wisconsin"
"167,073",".Winnebago County, Wisconsin"
"74,815",".Wood County, Wisconsin"
"36,469",".Albany County, Wyoming"
"11,666",".Big Horn County, Wyoming"
"46,245",".Campbell County, Wyoming"
"15,848",".Carbon County, Wyoming"
"13,822",".Converse County, Wyoming"
"7,118",".Crook County, Wyoming"
"40,198",".Fremont County, Wyoming"
"13,422",".Goshen County, Wyoming"
"4,811",".Hot Springs County, Wyoming"
"8,590",".Johnson County, Wyoming"
"92,236",".Laramie County, Wyoming"
"18,099",".Lincoln County, Wyoming"
"75,470",".Natrona County, Wyoming"
"2,491",".Niobrara County, Wyoming"
"28,241",".Park County, Wyoming"
"8,665",".Platte County, Wyoming"
"29,148",".Sheridan County, Wyoming"
"10,261",".Sublette County, Wyoming"
"43,574",".Sweetwater County, Wyoming"
"21,296",".Teton County, Wyoming"
"21,089",".Uinta County, Wyoming"
"8,530",".Washakie County, Wyoming"
"7,198",".Weston County, Wyoming"
